fid,identif,cap_lycee,cap_poste,cap_urgenc,cap_mat,output_location,output_usage,output_capacity,xcoord,ycoord,longitude,x,y
"594","523","28456","14306","80054","122732",,,,905667.057599999,6307736.1105,905667.057599999,3963100.7211971111,2313854.1968645705
"595","529","8133","208","155409","106408",,,,910667.057599999,6307736.1105,910667.057599999,3968090.4058888415,2313396.4173323638
"596","836","21783","8807","42476","113506",,,,860667.057599999,6342736.1105,860667.057599999,3921282.4744713935,2352776.0643821182
"597","792","27953","4942","71434","110994",,,,860667.057599999,6337736.1105,860667.057599999,3920841.0502451574,2347805.0065325894
"598","837","22923","6338","39158","154690",,,,865667.057599999,6342736.1105,865667.057599999,3926271.7944648066,2352315.8045673273
"599","1346","1","1","1","1",,,,863892.386507398,6341798.86261171,863892.386507398,3924418.1456754529,2351547.3024762752
"600","1347","1","1","1","1",,,,865413.743716779,6340872.81909296,865413.743716779,3925854.4917329336,2350486.5983632654
"601","1345","1","1","1","1",,,,858071.541532375,6340740.52716171,858071.541532375,3918516.3317437647,2351031.0029906807
"602","745","68765","2416","46745","113506",,,,860667.057599999,6332736.1105,860667.057599999,3920399.8049187018,2342834.2273269324
"603","793","4737","1413","142826","117798",,,,865667.057599999,6337736.1105,865667.057599999,3925830.3496348616,2347344.8023207160
"604","744","50094","12303","108402","130065",,,,855667.057599999,6332736.1105,855667.057599999,3915410.5951200593,2343294.6104777255
"605","791","12563","1844","166558","110994",,,,855667.057599999,6337736.1105,855667.057599999,3915851.8178099054,2348265.4461910455
"606","1352","1","1","1","1",,,,862238.737366767,6335382.70394606,862238.737366767,3922201.6477373326,2345320.6429109946
"607","1349","1","1","1","1",,,,868522.604101167,6337565.52081169,868522.604101167,3928664.7561123674,2346912.4866794632
"608","700","47411","13523","118106","279505",,,,870667.057599999,6327736.1105,870667.057599999,3929937.3080499303,2336943.7802549899
"609","747","48619","252","38505","113506",,,,870667.057599999,6332736.1105,870667.057599999,3930378.4240796864,2341914.1654774682
"610","838","28028","4824","45625","106408",,,,870667.057599999,6342736.1105,870667.057599999,3931261.1806446631,2351855.7808392439
"611","884","21839","33959","89506","122920",,,,875667.057599999,6347736.1105,875667.057599999,3936692.2905603242,2356367.1619391143
"612","1348","1","1","1","1",,,,868324.166204291,6341666.57068046,868324.166204291,3928828.8088099761,2351007.9545893138
"613","1334","1","1","1","1",,,,876923.141735575,6345370.74475548,876923.141735575,3937736.7792698769,2353899.9249510821
"614","795","40905","7901","87499","70439",,,,875667.057599999,6337736.1105,875667.057599999,3935809.1456681122,2346425.1002618205
"615","796","2723","6393","163070","170405",,,,880667.057599999,6337736.1105,880667.057599999,3940798.6405059462,2345965.6024218444
"616","839","39228","3316","122732","159647",,,,875667.057599999,6342736.1105,875667.057599999,3936250.6321104551,2351395.9932020786
"617","840","55609","1639","56541","70439",,,,880667.057599999,6342736.1105,880667.057599999,3941240.1479612850,2350936.4416578542
"618","841","12423","10837","89506","113506",,,,885667.057599999,6342736.1105,885667.057599999,3946229.7272958658,2350477.1262063761
"619","794","77061","1958","9265","116948",,,,870667.057599999,6337736.1105,870667.057599999,3930819.7150767343,2346884.8335622568
"620","1350","1","1","1","1",,,,872292.924141807,6337631.66677732,872292.924141807,3932432.9176742095,2346631.4812177238
"621","1353","1","1","1","1",,,,880825.753707466,6335448.84991169,880825.753707466,3940755.0921079433,2343677.1950513250
"622","1351","1","1","1","1",,,,871697.61045118,6334985.82815231,871697.61045118,3931605.3250141274,2344055.8816966712
"623","655","39228","17354","39158","95904",,,,870667.057599999,6322736.1105,870667.057599999,3929496.3673830950,2331973.6815618500
"624","656","5615","2948","142826","457767",,,,875667.057599999,6322736.1105,875667.057599999,3934485.7223771815,2331514.1129332744
"625","1356","1","1","1","1",,,,868456.458135542,6322484.24064913,868456.458135542,3927268.2882200978,2331926.5832578512
"626","1355","1","1","1","1",,,,868985.625860544,6325725.39296477,868985.625860544,3928082.1224835706,2335099.6630092263
"627","746","50094","14920","14048","170405",,,,865667.057599999,6332736.1105,865667.057599999,3925389.0815400551,2342374.0789911118
"628","1343","1","1","1","1",,,,847951.20879171,6348876.48093361,847951.20879171,3909136.3808223242,2360053.0262155933
"629","879","25044","7421","38505","270166",,,,850667.057599999,6347736.1105,850667.057599999,3911745.6028992529,2358668.7376294704
"630","918","4273","1819","46745","118678",,,,850667.057599999,6352736.1105,850667.057599999,3912187.3516078158,2363640.4537656019
"631","834","38430","3045","183156","118678",,,,850667.057599999,6342736.1105,850667.057599999,3911304.0366440495,2353697.2922439044
"632","878","40401","1994","153397","122732",,,,845667.057599999,6347736.1105,845667.057599999,3906756.4688187153,2359129.7628947957
"633","835","3528","5244","70344","92412",,,,855667.057599999,6342736.1105,855667.057599999,3916293.2215645560,2353236.5602771826
"634","1342","1","1","1","1",,,,852250.696557352,6345304.59878985,852250.696557352,3913111.0545271169,2356105.1166319642
"635","1344","1","1","1","1",,,,847686.624929209,6345503.03668673,847686.624929209,3908574.4109642142,2356723.1503261933
"636","832","294","5417","127012","105730",,,,840667.057599999,6342736.1105,840667.057599999,3901325.8743592016,2354619.4643467497
"637","833","7125","3069","79400","279505","637","157761.00000000003","279505.0",845667.057599999,6342736.1105,845667.057599999,3906314.9206092586,2354158.2602714365
"638","743","28456","8786","39158","70439",,,,850667.057599999,6332736.1105,850667.057599999,3910421.4530481864,2343755.2284340644
"639","790","55609","1593","46745","105730",,,,850667.057599999,6337736.1105,850667.057599999,3910862.6532310178,2348726.1212870697
"640","787","40637","15544","151858","65356",,,,840667.057599999,6337736.1105,840667.057599999,3900884.5312481280,2349648.1777446941
"641","788","55609","85045","56541","122732",,,,845667.057599999,6332736.1105,845667.057599999,3905432.3796067750,2344216.0811843351
"642","789","55609","85045","56541","122732",,,,845667.057599999,6337736.1105,845667.057599999,3905873.5574100330,2349187.0318094264
"643","1361","1","1","1","1",,,,849816.525022341,6320566.007646,849816.525022341,3908499.6629372775,2331735.5113934306
"644","1360","1","1","1","1",,,,852528.509612977,6320896.73747413,852528.509612977,3911234.8579142294,2331814.4475552249
"645","652","31409","1408","105730","92412",,,,855667.057599999,6322736.1105,855667.057599999,3914528.6944921496,2333353.7888526451
"646","563","28108","41117","155409","122920",,,,855667.057599999,6312736.1105,855667.057599999,3913647.5227877409,2323414.1247372804
"647","1364","1","1","1","1",,,,855973.391502741,6318444.04506874,855973.391502741,3914456.0665609185,2329059.2735726368
"648","1363","1","1","1","1",,,,855528.890613739,6319883.38128075,855528.890613739,3914139.3796374346,2330530.8737571365
"649","1357","1","1","1","1",,,,862569.467194893,6320235.27781787,862569.467194893,3921195.6999637345,2330232.6427852167
"650","1362","1","1","1","1",,,,853322.26120048,6317523.29322724,853322.26120048,3911729.5900721806,2328388.1770568769
"651","605","14048","22","80101","194329","651","194328.99999999997","194329.0",845667.057599999,6317736.1105,845667.057599999,3904109.9624184174,2329304.9330400014
"652","606","20916","1188","21440","116948",,,,850667.057599999,6317736.1105,850667.057599999,3909098.9557494447,2328844.2552028019
"653","649","50094","3380","108402","117798",,,,846143.308552501,6321704.23343624,846143.308552501,3904934.8352398542,2333205.4047928196
"654","522","47411","2784","9265","70439",,,,875667.057599999,6307736.1105,875667.057599999,3933163.8614883977,2316605.7398078633
"655","437","50366","741","9265","127767",,,,885667.057599999,6297736.1105,885667.057599999,3942262.0544873937,2305750.4395954097
"656","438","21963","9325","9265","65356",,,,890667.057599999,6297736.1105,890667.057599999,3947251.4270705702,2305291.8423618842
"657","480","12485","9143","125962","46745",,,,890667.057599999,6302736.1105,890667.057599999,3947691.6383220814,2310260.2310411343
"658","435","33340","4759","142826","92412",,,,875667.057599999,6297736.1105,875667.057599999,3932283.4941738383,2306668.3254996603
"659","436","14504","11323","119535","130065",,,,880667.057599999,6297736.1105,880667.057599999,3937272.7432148671,2306209.2673084419
"660","1510","1","1","1","1",,,,888503.497532992,6297273.76727332,888503.497532992,3945051.7625378361,2305030.8478283715
"661","1502","1","1","1","1",,,,893662.882851762,6301209.45222802,893662.882851762,3950546.7128661727,2308468.5044992808
"662","519","25192","1018","341975","70439",,,,860667.057599999,6307736.1105,860667.057599999,3918196.2754697986,2317984.6393362880
"663","520","24693","1530","47834","270166","663","270165.99999999994","270166.0",865667.057599999,6307736.1105,865667.057599999,3923185.4058599262,2317524.7744608345
"664","475","4331","3431","80054","270166",,,,865667.057599999,6302736.1105,865667.057599999,3922745.2064250689,2312555.8016075785
"665","476","22923","4299","39158","270166",,,,870667.057599999,6302736.1105,870667.057599999,3927734.3662300478,2312096.2253149552
"666","477","53181","10174","153397","194329",,,,875667.057599999,6302736.1105,875667.057599999,3932723.5902403994,2311636.8801078289
"667","521","22923","8777","130065","38505",,,,870667.057599999,6307736.1105,870667.057599999,3928174.6015046174,2317065.1412823489
"668","1518","1","1","1","1",,,,871719.059297449,6307257.9769084,871719.059297449,3929182.2315703807,2316493.2907357221
"669","1521","1","1","1","1",,,,868215.376290083,6306101.25859496,868215.376290083,3925584.2521181032,2315665.7564026192
"670","567","40637","27629","118106","159825",,,,875667.057599999,6312736.1105,875667.057599999,3933604.3075238434,2321574.9009487317
"671","611","7843","3423","70344","90314",,,,875667.057599999,6317736.1105,875667.057599999,3934044.9279519585,2326544.3598762853
"672","1519","1","1","1","1",,,,877133.842127014,6309487.59336763,877133.842127014,3934781.7778542670,2318211.6554535492
"673","566","18444","6712","71434","67899",,,,870667.057599999,6312736.1105,870667.057599999,3928615.0137167722,2322034.3584162397
"674","1366","1","1","1","1",,,,872906.758702809,6312750.20034772,872906.758702809,3930851.1525270198,2321842.5236647548
"675","708","65578","77355","105730","127767",,,,910667.057599999,6327736.1105,910667.057599999,3969854.1071889647,2333273.3474428505
"676","803","16105","3195","39158","130065",,,,915667.057599999,6337736.1105,915667.057599999,3975726.8273325823,2342755.7101772130
"677","755","21783","2665","79400","143078",,,,910667.057599999,6332736.1105,910667.057599999,3970295.4287955873,2338243.3111095726
"678","802","33959","13523","54881","122304",,,,910667.057599999,6337736.1105,910667.057599999,3970736.9080882017,2343213.5599105768
"679","664","47779","797","118106","122732",,,,915667.057599999,6322736.1105,915667.057599999,3974402.7838426670,2327845.9724666793
"680","753","31409","1110","115657","122304",,,,900667.057599999,6332736.1105,900667.057599999,3960315.8129047318,2339159.6157894079
"681","754","670","2723","72786","70439",,,,905667.057599999,6332736.1105,905667.057599999,3965305.5915157702,2338701.3460489847
"682","800","6606","1705","85856","279505",,,,900667.057599999,6337736.1105,900667.057599999,3960757.2442471655,2344129.9656381025
"683","801","14257","227","80101","110994",,,,905667.057599999,6337736.1105,905667.057599999,3965747.0467577702,2343671.6450598887
"684","662","25926","3414","119535","117798",,,,905667.057599999,6322736.1105,905667.057599999,3964423.1609775089,2328761.6062199157
"685","707","12563","1389","39276","154690",,,,905667.057599999,6327736.1105,905667.057599999,3964864.2961184727,2333731.3318811529
"686","1517","1","1","1","1",,,,907421.243701818,6329222.26867032,907421.243701818,3966746.0539875561,2335047.8373950729
"687","1329","1","1","1","1",,,,913074.526038343,6337930.75237549,913074.526038343,3973156.7052192842,2343186.5672639385
"688","1331","1","1","1","1",,,,914964.459151543,6335235.55298509,914964.459151543,3974804.8232410359,2340334.3401530990
"689","620","14504","37023","80101","457767",,,,920667.057599999,6317736.1105,920667.057599999,3978951.6140547656,2322419.2237741938
"690","1493","1","1","1","1",,,,918269.182064361,6315960.00256245,918269.182064361,3976401.9579768167,2320873.4268427175
"691","1492","1","1","1","1",,,,923097.837555005,6314504.7913187,923097.837555005,3981092.5139688631,2318985.6378906686
"692","1491","1","1","1","1",,,,925016.070558138,6315397.76185464,925016.070558138,3983085.6238221433,2319697.6897989605
"693","576","38430","4385","125962","65356",,,,920667.057599999,6312736.1105,920667.057599999,3978510.7021863898,2317450.2383618727
"694","619","40905","10991","87499","122732",,,,915667.057599999,6317736.1105,915667.057599999,3973961.7481771838,2322876.6405150946
"695","574","4737","4729","21440","159647",,,,910667.057599999,6312736.1105,910667.057599999,3968531.0926202433,2318365.2038628845
"696","575","130627","9139","70344","130065",,,,915667.057599999,6312736.1105,915667.057599999,3973520.8692856310,2317907.6049692137
"697","618","22923","3380","122732","92412",,,,910667.057599999,6317736.1105,910667.057599999,3968971.9386885618,2323334.2901611379
"698","663","3528","1939","23408","38505",,,,910667.057599999,6322736.1105,910667.057599999,3969412.9436822478,2328303.6725733951
"699","1495","1","1","1","1",,,,912712.920951839,6308683.94634367,912712.920951839,3970215.5952379666,2314151.0648687417
"700","1497","1","1","1","1",,,,908049.630375257,6317845.16258277,908049.630375257,3966369.4852887103,2323682.3377059493
"701","1496","1","1","1","1",,,,910166.301275266,6315033.9590437,910166.301275266,3968233.9415123616,2320694.6526610157
"702","1494","1","1","1","1",,,,917607.722408108,6310833.6902265,917607.722408108,3975289.8700690721,2315839.5056060329
